property_id,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.county.name,property.sqft,property_age,basement,central_air,community_outdoor_space,community_security_features,dining_room,dishwasher,fireplace,forced_air,garage_1_or_more,garage_2_or_more,hardwood_floors,laundry_room,recreation_facilities,shopping,single_story,two_or_more_stories,washer_dryer,city_mean_sale_price
7590124670,12.230770136157428,2.0,0.0,1.0,3.0,single_family,72210,-92.434441,34.66904,Little Rock,AR,Pulaski,9.295692039075686,27.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,12.499362636049508
1068206127,12.73670383776449,2.0,2.0,1.0,2.0,single_family,85306,-112.163053,33.637633,Glendale,AZ,Maricopa,8.989569004807029,46.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,12.744029856388185
7675316174,11.898194668458823,1.0,2.0,1.0,3.0,single_family,73114,-97.533068,35.573039,Oklahoma City,OK,Oklahoma,9.080003870248179,64.0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,12.321380875347504
7019114955,13.180634172318978,2.0,0.0,2.0,4.0,single_family,72207,-92.343271,34.768719,Little Rock,AR,Pulaski,8.967249182852276,86.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,12.499362636049508
5686912424,12.409017571151187,2.0,0.0,1.0,3.0,single_family,23222,-77.408321,37.576741,Richmond,VA,Henrico,9.021235862885396,24.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,13.014891498584698
2274500742,13.485270262397076,3.0,0.0,2.0,4.0,single_family,80205,-104.963098,39.760593,Denver,CO,Denver,8.314097335405807,117.0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,13.328800320238644
2001061202,12.100717685412471,1.0,0.0,1.0,2.0,single_family,85009,-112.127552,33.457066,Phoenix,AZ,Maricopa,8.97055917950895,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.155831386629213
7098147859,13.42246945133505,4.0,2.0,2.0,5.0,single_family,55112,-93.154978,45.077247,Arden Hills,MN,Ramsey,10.234085425964741,46.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,13.42246945133505
9199158288,13.910821646859095,4.0,0.0,6.0,9.0,multi_family,2124,-71.07209,42.28257,Boston,MA,Suffolk,8.200288260287554,120.0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,14.203860991477287
7092769030,10.789339695269716,1.0,0.0,1.0,2.0,single_family,72204,-92.364733,34.716234,Little Rock,AR,Pulaski,8.784927626058323,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.499362636049508
3359641175,13.217675375388819,3.0,0.0,3.0,7.0,multi_family,2905,-71.409111,41.800542,Providence,RI,Providence,8.27410200229233,105.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13.357013834317922
9153561489,12.969214528909768,3.0,1.0,2.0,3.0,townhomes,89706,-119.755977,39.171948,Carson City,NV,Carson City,7.463363045520021,4.0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,13.236370896291081
7191497884,11.989165855127435,2.0,0.0,1.0,3.0,single_family,72204,-92.342816,34.727648,Little Rock,AR,Pulaski,8.967249182852276,71.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12.499362636049508
6995000718,12.53897064502647,2.0,0.0,1.0,3.0,single_family,23227,-77.456186,37.623401,Henrico,VA,Henrico,9.058470422638056,45.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,12.722350017836135
3603850396,12.180759965737863,2.0,0.0,1.0,3.0,single_family,40601,-84.920708,38.243524,Frankfort,KY,Franklin,12.567450015711584,21.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12.489348436729408
1900256183,13.049794835104816,2.0,2.0,2.0,3.0,single_family,97305,-122.913339,45.036891,Salem,OR,Marion,11.151912554215412,61.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,12.920203277032849
1145712500,12.861001210669146,2.0,0.0,1.0,4.0,mobile,89706,-119.725779,39.182211,Carson City,NV,Carson City,8.849513965486398,28.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,13.236370896291081
8125196929,12.301387370778713,2.0,2.0,1.0,3.0,single_family,73170,-97.522168,35.335219,Oklahoma City,OK,Cleveland,8.849513965486398,41.0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,12.321380875347504
3806788980,12.323860125621126,2.0,2.0,1.0,3.0,single_family,40601,-84.794159,38.177092,Frankfort,KY,Franklin,7.195187320178709,11.0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,12.489348436729408
3598513543,12.502470376049185,2.0,2.0,1.0,3.0,single_family,46229,-85.976031,39.794741,Indianapolis,IN,Marion,8.910045761473558,32.0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,12.492239234278907
3261186082,11.775297421715827,2.0,0.0,2.0,3.0,single_family,48912,-84.534678,42.727811,Lansing,MI,Ingham,8.474911799159631,103.0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,11.892376606402612
9931818866,13.28787951079572,3.0,2.0,3.0,6.0,multi_family,2905,-71.415703,41.800411,Providence,RI,Providence,8.071843149609158,105.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13.357013834317922
6389583843,13.993657580167481,3.0,2.0,2.0,4.0,single_family,21409,-76.461299,38.997901,Annapolis,MD,Anne Arundel,9.918425424900335,58.0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,13.577082648520628
8490256394,13.25339339419516,3.0,0.0,3.0,4.0,single_family,72205,-92.317265,34.757546,Little Rock,AR,Pulaski,8.561784074744113,98.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,12.499362636049508
1334166678,14.00282048545632,5.0,3.0,2.0,5.0,single_family,85086,-112.103195,33.851101,Phoenix,AZ,Maricopa,9.409027282856401,22.0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,13.155831386629213
8119188644,12.47801017053037,1.0,1.0,2.0,3.0,single_family,68506,-96.658296,40.777789,Lincoln,NE,Lancaster,8.867990898182093,90.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,12.722580218358145
2708334397,12.886643575525625,2.0,1.0,1.0,2.0,condos,80220,-104.918908,39.731863,Denver,CO,Denver,6.866933284461882,41.0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,13.328800320238644
5231725415,12.832013750189885,3.0,1.0,2.0,4.0,single_family,19901,-75.524143,39.115687,Dover,DE,Kent,9.213036733523925,47.0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,12.663812781653967
5467006462,13.681980308196241,4.0,2.0,1.0,3.0,single_family,32312,-84.288469,30.514076,Tallahassee,FL,Leon,10.047068281013653,7.0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,12.655729311855971
4796420659,12.429220196836383,2.0,1.0,2.0,4.0,single_family,40601,-84.897079,38.15497,Frankfort,KY,Franklin,8.967249182852276,25.0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,12.489348436729408
6291671935,12.717401142834069,2.0,1.0,1.0,3.0,single_family,27610,-78.560119,35.753294,Raleigh,NC,Wake,9.372629275019902,30.0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,13.24467031491859
5621919948,12.657151449598695,2.0,0.0,3.0,1.0,townhomes,21403,-76.509244,38.960423,Annapolis,MD,Anne Arundel,7.104144092987527,42.0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,13.577082648520628
1461530908,13.017005083966255,1.0,1.0,1.0,2.0,single_family,80222,-104.924942,39.66422,Denver,CO,Denver,8.903951072058707,73.0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,13.328800320238644
9798426880,13.623139877437296,4.0,3.0,2.0,5.0,single_family,85042,-112.062212,33.362254,Phoenix,AZ,Maricopa,8.657302899400882,6.0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,13.155831386629213
2601504618,13.465954500233115,2.0,3.0,1.0,3.0,single_family,89703,-119.789109,39.163775,Carson City,NV,Carson City,9.254835611862735,29.0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,13.236370896291081
4871525170,11.652696102959753,2.0,0.0,0.0,4.0,multi_family,12206,-73.773513,42.6715,Albany,NY,Albany,18.75029754280859,121.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.397054572622922
9595732141,13.22672519452875,2.0,1.0,1.0,2.0,condos,80204,-104.993801,39.735613,Denver,CO,Denver,6.948897222313312,26.0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,13.328800320238644
3816697779,12.300932724054114,2.0,0.0,2.0,4.0,single_family,17112,-76.788065,40.338952,Harrisburg,PA,Dauphin,10.296272607486918,150.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12.398328031390978
8159480710,12.013706813470414,2.0,0.0,1.0,3.0,single_family,73099,-97.807197,35.400775,Yukon,OK,Canadian,12.293336907208442,28.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12.712151270102503
3495667365,12.07568487796315,2.0,0.0,1.0,4.0,single_family,40601,-84.864634,38.187809,Frankfort,KY,Franklin,10.491968420867723,27.0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,12.489348436729408
7235165956,12.531776395271262,3.0,2.0,2.0,3.0,single_family,68521,-96.6913,40.853274,Lincoln,NE,Lancaster,8.881975184248867,34.0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,12.722580218358145
7880325875,12.323415584358154,2.0,1.0,1.0,2.0,single_family,55106,-93.028455,44.957051,Saint Paul,MN,Ramsey,8.38958706681109,78.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,12.883975543735694
4261504405,11.819681958463892,2.0,0.0,2.0,3.0,single_family,48910,-84.550966,42.685041,Lansing,MI,Ingham,8.861917004235215,67.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,11.892376606402612
5787029564,13.07107218827772,3.0,1.0,2.0,4.0,single_family,23233,-77.630266,37.645612,Henrico,VA,Henrico,9.570250078424845,36.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,12.722350017836135
2528016759,12.669809806411457,2.0,0.0,1.0,2.0,condos,80237,-104.890645,39.651033,Denver,CO,Denver,6.911747300251674,28.0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,13.328800320238644
2627887407,13.148033073468746,3.0,2.0,2.0,4.0,single_family,95827,-121.341967,38.573093,Sacramento,CA,Sacramento,8.891098830616636,51.0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,13.13856380733656
8493845908,12.154784614286667,2.0,2.0,1.0,2.0,townhomes,68512,-96.693709,40.755801,Lincoln,NE,Lancaster,8.38958706681109,46.0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,12.722580218358145
7157038259,12.460718739865236,2.0,0.0,1.0,4.0,single_family,72212,-92.409228,34.789568,Little Rock,AR,Pulaski,9.573315428463395,47.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.499362636049508
3171654395,12.966647139396802,3.0,2.0,2.0,3.0,single_family,17112,-76.747548,40.347405,Harrisburg,PA,Dauphin,9.510815266226716,16.0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,12.398328031390978
7654834883,12.999101359499686,4.0,3.0,2.0,4.0,single_family,73099,-97.698815,35.570221,Yukon,OK,Canadian,9.992001966066868,2.0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,12.712151270102503
4015042806,12.278397958261774,4.0,0.0,1.0,4.0,multi_family,40601,-84.840039,38.223457,Frankfort,KY,Franklin,7.616283561580385,41.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.489348436729408
3367771049,12.733758336210744,1.0,0.0,0.0,3.0,single_family,3301,-71.55621,43.224802,Concord,NH,Merrimack,9.072571442231286,175.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,12.999067423500716
9542290423,12.685410698175234,3.0,2.0,2.0,3.0,condos,46239,-85.996483,39.700359,Indianapolis,IN,Marion,7.659171367666058,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,12.492239234278907
2548666311,12.409017571151187,1.0,0.0,1.0,1.0,condos,95825,-121.407815,38.578418,Sacramento,CA,Sacramento,7.801800401908973,49.0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,13.13856380733656
4343282850,10.950824090522445,1.0,0.0,0.0,1.0,condos,6114,-72.67524,41.740368,Hartford,CT,Hartford,6.46302945692067,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.681933425252732
6194900965,12.553205710188037,3.0,0.0,3.0,5.0,single_family,19904,-75.523706,39.145022,Dover,DE,Kent,9.116139576577355,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.663812781653967
4230356406,12.834683971615659,3.0,1.0,0.0,4.0,single_family,12203,-73.852321,42.681818,Albany,NY,Albany,8.967249182852276,49.0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,12.397054572622922
9712785298,13.060490101343552,2.0,2.0,1.0,3.0,single_family,43235,-83.081039,40.102921,Columbus,OH,Franklin,10.44595718163658,54.0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,12.449643465612759
6733823507,12.40697467786825,2.0,0.0,1.0,2.0,townhomes,32309,-84.217563,30.534245,Tallahassee,FL,Leon,7.176254532017144,34.0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,12.655729311855971
2653369301,12.133507329024972,1.0,0.0,1.0,1.0,apartment,85053,-112.132929,33.642135,Phoenix,AZ,Maricopa,6.62273632394984,44.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,13.155831386629213
8368088914,13.31957518872681,3.0,3.0,1.0,3.0,single_family,68516,-96.610869,40.766515,Lincoln,NE,Lancaster,9.06126014896203,10.0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,12.722580218358145
5871119812,12.873904582205107,3.0,1.0,2.0,3.0,townhomes,27617,-78.80086,35.899599,Raleigh,NC,Wake,7.176254532017144,17.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,13.24467031491859
7384935331,12.496878583628968,2.0,2.0,1.0,3.0,single_family,73142,-97.641897,35.618828,Edmond,OK,Oklahoma,8.715224041915372,9.0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,13.339993356877802
9828854073,12.611541086966115,4.0,0.0,0.0,4.0,single_family,12203,-73.86319,42.679913,Albany,NY,Albany,10.944276500467035,63.0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,12.397054572622922
5436736919,12.206077645517674,1.0,0.0,2.0,3.0,townhomes,8638,-74.750994,40.228146,Trenton,NJ,Mercer,7.650168700845001,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12.161837685474785
5731415112,13.210192919605504,3.0,2.0,2.0,4.0,townhomes,23233,-77.612128,37.644335,Henrico,VA,Henrico,8.156510226079966,12.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,12.722350017836135
8869770000,12.52815976788113,1.0,0.0,2.0,3.0,single_family,53714,-89.333131,43.099978,Madison,WI,Dane,8.561784074744113,71.0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,12.829961740865684
5139844902,13.26212705890841,4.0,1.0,2.0,3.0,single_family,23222,-77.442878,37.584369,Richmond,VA,Richmond City,9.837988570303432,85.0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,13.014891498584698
9104883568,12.429220196836383,2.0,0.0,1.0,3.0,single_family,19904,-75.644311,39.186211,Dover,DE,Kent,10.681917533624532,45.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12.663812781653967
3221071664,11.215206524587721,2.0,2.0,0.0,5.0,single_family,25302,-81.643303,38.366388,Charleston,WV,Kanawha,9.334944535200714,75.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.327962422522821
9408442388,14.77102238760702,3.0,3.0,2.0,2.0,condos,30309,-84.383991,33.790116,Atlanta,GA,Fulton,7.852050207265889,8.0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,13.191588795587576
4553746891,13.203945207713025,6.0,0.0,0.0,12.0,multi_family,6114,-72.675792,41.747096,Hartford,CT,Hartford,9.072571442231286,125.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.681933425252732
7482900037,11.775297421715827,1.0,1.0,1.0,3.0,single_family,73135,-97.457772,35.412044,Oklahoma City,OK,Oklahoma,8.778171881033469,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.321380875347504
1319576771,13.444303388018582,2.0,3.0,1.0,4.0,single_family,89704,-119.771595,39.290166,Carson City,NV,Washoe,10.880760489345077,31.0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,13.236370896291081
5568560897,11.917730355182513,2.0,0.0,2.0,3.0,townhomes,19901,-75.511237,39.17033,Dover,DE,Kent,8.474911799159631,40.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.663812781653967
8016741022,12.20557752297723,2.0,0.0,0.0,2.0,condos,53704,-89.369327,43.149196,Madison,WI,Dane,7.115582126184454,45.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,12.829961740865684
4556129434,10.308985993422082,0.0,1.0,0.0,3.0,multi_family,17103,-76.868684,40.270508,Harrisburg,PA,Dauphin,7.463363045520021,125.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12.398328031390978
4783251140,12.345838935721968,2.0,2.0,0.0,5.0,multi_family,6112,-72.685976,41.784414,Hartford,CT,Hartford,8.967249182852276,103.0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,12.681933425252732
3400641568,12.206077645517674,1.0,1.0,0.0,2.0,single_family,12205,-73.846205,42.731344,Albany,NY,Albany,8.910045761473558,23.0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,12.397054572622922
3511791354,12.417147664184915,2.0,0.0,0.0,3.0,single_family,12209,-73.789464,42.644288,Albany,NY,Albany,8.27410200229233,105.0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,12.397054572622922
8677887266,12.154784614286667,3.0,2.0,2.0,3.0,single_family,72210,-92.433815,34.657293,Little Rock,AR,Pulaski,7.886457270977689,49.0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,12.499362636049508
2194569240,12.936036208848487,2.0,2.0,1.0,3.0,single_family,85023,-112.110726,33.622703,Phoenix,AZ,Maricopa,9.142596719889664,52.0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,13.155831386629213
7287321156,12.220966184120165,1.0,2.0,1.0,3.0,single_family,55130,-93.073954,44.982808,Saint Paul,MN,Ramsey,8.58653266949485,99.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,12.883975543735694
7152486220,11.695255355062795,2.0,0.0,1.0,3.0,single_family,36116,-86.240711,32.309924,Montgomery,AL,Montgomery,9.212338374638856,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.053781176469908
3766657904,11.580593459194764,2.0,0.0,2.0,4.0,single_family,43223,-83.05836,39.949436,Columbus,OH,Franklin,8.564267598802166,105.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.449643465612759
8887977609,11.884495917930655,1.0,0.0,0.0,3.0,single_family,50317,-93.568422,41.640108,Des Moines,IA,Polk,9.477998292597036,64.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.32388571440559
9579176987,12.847902847211566,3.0,3.0,0.0,4.0,single_family,50317,-93.515506,41.621516,Des Moines,IA,Polk,9.18142636181154,3.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,12.32388571440559
2573105096,12.821260987319457,1.0,2.0,0.0,3.0,single_family,97317,-122.96899,44.913132,Salem,OR,Marion,8.784927626058323,48.0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,12.920203277032849
7955547624,12.420784751899777,2.0,0.0,2.0,4.0,multi_family,55103,-93.136769,44.972317,Saint Paul,MN,Ramsey,8.5016733797582,135.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.883975543735694
2158616837,13.081543466215237,2.0,1.0,1.0,3.0,single_family,98513,-122.821047,46.993956,Olympia,WA,Thurston,8.987321812850125,61.0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,13.099946485895329
7877200673,12.323860125621126,2.0,0.0,1.0,4.0,single_family,72205,-92.379411,34.755695,Little Rock,AR,Pulaski,9.072571442231286,56.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,12.499362636049508
8855951460,12.868763195921677,3.0,2.0,2.0,4.0,single_family,72211,-92.438521,34.759195,Little Rock,AR,Pulaski,9.212338374638856,19.0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,12.499362636049508
3120444722,11.461642696843066,2.0,0.0,1.0,2.0,single_family,48911,-84.531919,42.667269,Lansing,MI,Ingham,7.00397413672268,53.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.892376606402612
8226433118,11.225256725762893,2.0,0.0,1.0,3.0,single_family,72209,-92.328324,34.680246,Little Rock,AR,Pulaski,8.784927626058323,61.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12.499362636049508
9411148899,12.611541086966115,2.0,3.0,1.0,3.0,single_family,62712,-89.65223509090909,39.76779086363637,Springfield,IL,Sangamon,9.603125426926972,22.0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,11.911952316152055
8053708531,12.701838437145165,3.0,2.0,2.0,4.0,single_family,68512,-96.685049,40.760236,Lincoln,NE,Lancaster,9.103423089630105,56.0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,12.722580218358145
3416651402,12.534930250000462,2.0,0.0,0.0,4.0,single_family,12208,-73.793559,42.65057,Albany,NY,Albany,8.784927626058323,95.0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,12.397054572622922
7198795191,11.982935344196433,1.0,0.0,0.0,2.0,single_family,50310,-93.651547,41.620712,Des Moines,IA,Polk,9.536257094657879,84.0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,12.32388571440559
5701723083,12.59473402514672,1.0,1.0,1.0,1.0,condos,23223,-77.417867,37.531784,Richmond,VA,Richmond City,6.8658910748834385,105.0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,13.014891498584698
3106457552,12.506180941677357,2.0,0.0,1.0,3.0,single_family,17111,-76.7735,40.27388,Harrisburg,PA,Dauphin,9.021235862885396,60.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.398328031390978
5080867070,13.055156766746023,2.0,0.0,2.0,4.0,single_family,30318,-84.409686,33.805225,Atlanta,GA,Fulton,9.086476384753796,75.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,13.191588795587576
5607112406,12.721888795877375,3.0,2.0,0.0,6.0,single_family,29229,-80.875207,34.154395,Columbia,SC,Richland,9.860945329270454,19.0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,12.398518513382573
6665149008,12.712893259942282,2.0,0.0,2.0,4.0,single_family,23223,-77.359522,37.560156,Highland Springs,VA,Henrico,9.331052447138447,39.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,12.712893259942282
6309755485,11.884495917930655,1.0,0.0,3.0,3.0,townhomes,8609,-74.756829,40.222693,Trenton,NJ,Mercer,7.496097345175956,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.161837685474785
2989298877,13.118357364036902,2.0,2.0,1.0,3.0,single_family,85048,-111.993051,33.298709,Phoenix,AZ,Maricopa,8.617762246337932,32.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,13.155831386629213
5228770552,13.22672519452875,2.0,1.0,3.0,3.0,single_family,21403,-76.480857,38.955338,Annapolis,MD,Anne Arundel,8.674367865788236,42.0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,13.577082648520628
4263781295,12.706850963741102,3.0,0.0,1.0,5.0,single_family,48906,-84.597115,42.805792,Lansing,MI,Clinton,9.765661235628725,21.0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,11.892376606402612
5688989441,13.371488076644233,3.0,2.0,2.0,5.0,single_family,27603,-78.657545,35.738485,Raleigh,NC,Wake,8.849513965486398,11.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,13.24467031491859
7785709635,12.890433842121956,3.0,2.0,2.0,4.0,single_family,72223,-92.490714,34.804707,Little Rock,AR,Pulaski,9.072571442231286,25.0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,12.499362636049508
6761443716,12.676079399771027,3.0,1.0,1.0,3.0,single_family,19901,-75.519353,39.179549,Dover,DE,Kent,9.905435653754145,52.0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,12.663812781653967
8536109155,12.59473402514672,2.0,2.0,1.0,3.0,single_family,68522,-96.744436,40.787657,Lincoln,NE,Lancaster,9.165447603085447,33.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,12.722580218358145
4011047709,12.80078251189375,2.0,0.0,0.0,8.0,multi_family,6105,-72.711517,41.762945,Hartford,CT,Hartford,8.910045761473558,115.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12.681933425252732
9046483392,12.959846800844963,2.0,2.0,2.0,2.0,single_family,80249,-104.771764,39.792973,Denver,CO,Denver,7.9102237070973445,5.0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,13.328800320238644
1508848016,12.936036208848487,1.0,2.0,1.0,3.0,single_family,95820,-121.474532,38.540491,Sacramento,CA,Sacramento,8.561784074744113,85.0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,13.13856380733656
1872641143,11.350418300109132,1.0,0.0,1.0,2.0,mobile,98512,-122.927254,47.000637,Olympia,WA,Thurston,6.734591659972948,46.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,13.099946485895329
6687434745,12.691583538230217,2.0,0.0,1.0,3.0,single_family,30354,-84.413441,33.666315,Hapeville,GA,Fulton,9.229554590899987,88.0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,12.691583538230217
2158487584,11.695255355062795,2.0,1.0,1.0,2.0,mobile,85022,-112.040162,33.64803,Phoenix,AZ,Maricopa,9.200895913148184,21.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,13.155831386629213
7208444594,12.206077645517674,3.0,2.0,1.0,3.0,single_family,73109,-97.523049,35.411865,Oklahoma City,OK,Oklahoma,9.010180657052349,57.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12.321380875347504
3186318374,12.765691290604371,3.0,0.0,0.0,9.0,multi_family,6106,-72.694587,41.74224,Hartford,CT,Hartford,8.715880102296456,104.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.681933425252732
