tags,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age
"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'private_backyard', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'front_porch', 'solar_system', 'solar_panels']",415000.0,2.0,2.0,1.0,4.0,single_family,32317,-84.1808,30.447193,Tallahassee,FL,10890.0,23.0
"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'energy_efficient', 'two_or_more_stories', 'master_bathroom', 'master_suite', 'front_porch', 'big_lot', 'ensuite', 'shopping']",112000.0,2.0,0.0,2.0,3.0,mobile,32311,-84.122079,30.381459,Tallahassee,FL,44867.0,6.0
"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bathroom', 'floor_plan']",559900.0,3.0,2.0,1.0,4.0,single_family,32311,-84.15298,30.408676,Tallahassee,FL,28750.0,9.0
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'fenced_yard']",234900.0,2.0,2.0,1.0,3.0,single_family,32303,-84.335789,30.484817,Tallahassee,FL,6970.0,34.0
"['central_air', 'central_heat', 'dishwasher', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",50000.0,2.0,0.0,2.0,3.0,mobile,32305,-84.297302,30.329209,Tallahassee,FL,32670.0,33.0
"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'two_or_more_stories', 'rental_property']",425000.0,8.0,0.0,2.0,8.0,multi_family,32303,-84.314774,30.47308,Tallahassee,FL,4290.0,55.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'solar_system', 'big_lot', 'gated_community', 'solar_panels', 'security']",875000.0,4.0,2.0,1.0,3.0,single_family,32312,-84.288469,30.514076,Tallahassee,FL,23087.0,7.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'lake_view', 'recreation_facilities', 'view', 'water_view', 'community_swimming_pool', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'waterfront', 'updated_kitchen', 'gated_community', 'pond', 'new_roof', 'security']",200000.0,3.0,3.0,2.0,2.0,townhomes,32304,-84.305309,30.431519,Tallahassee,FL,1742.0,41.0
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'rental_property', 'clubhouse']",388000.0,2.0,2.0,1.0,2.0,condos,30308,-84.367875,33.771413,Atlanta,GA,1002.0,20.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'gated_community', 'security', 'shopping']",232000.0,1.0,1.0,2.0,2.0,condos,30319,-84.354513,33.853815,Atlanta,GA,1133.0,65.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'modern_kitchen', 'white_kitchen', 'private_bathroom', 'ensuite']",395000.0,3.0,0.0,2.0,2.0,single_family,30312,-84.376652,33.746133,Atlanta,GA,2047.0,35.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'laundry_room', 'senior_community', 'single_story', 'updated_kitchen', 'media_room', 'rental_property', 'library', 'elevator', 'hoa']",136000.0,1.0,0.0,1.0,1.0,condos,30328,-84.36953,33.923645,Sandy Springs,GA,701.0,42.0
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'swimming_pool', 'single_story', 'rental_property', 'park', 'trails', 'maintenance', 'shopping']",287000.0,1.0,0.0,1.0,1.0,condos,30327,-84.422315,33.909344,Sandy Springs,GA,1133.0,42.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",330000.0,3.0,2.0,2.0,3.0,single_family,30315,-84.392588,33.686138,Atlanta,GA,5663.0,19.0
"['cul_de_sac', 'river_view', 'view', 'water_view', 'big_lot', 'new_roof', 'shopping']",270000.0,0.0,0.0,0.0,4.0,land,30345,-84.39985945348836,33.764820529069766,Atlanta,GA,64992.0,36.5
"['central_air', 'community_outdoor_space', 'community_security_features', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'ensuite', 'lake']",154000.0,1.0,0.0,1.0,2.0,condos,30316,-84.333369,33.713027,Atlanta,GA,4356.0,59.0
"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'updated_kitchen', 'floor_plan']",350000.0,2.0,0.0,1.0,2.0,condos,30312,-84.364263,33.729953,Atlanta,GA,1045.0,20.0
"['central_air', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'community_swimming_pool', 'master_bedroom', 'clubhouse', 'tennis', 'shopping']",225900.0,3.0,1.0,2.0,3.0,townhomes,30311,-84.472233,33.756401,Atlanta,GA,2178.0,23.0
"['corner_lot', 'fireplace', 'laundry_room', 'recreation_facilities', 'basement', 'single_story', 'farm', 'investment_opportunity']",188000.0,2.0,0.0,1.0,4.0,single_family,30314,-84.426248,33.750415,Atlanta,GA,5314.0,80.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'basement', 'single_story']",642500.0,2.0,0.0,1.0,4.0,single_family,30329,-84.320508,33.818893,Atlanta,GA,13068.0,69.0
"['central_air', 'central_heat', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'big_yard', 'fenced_yard', 'front_porch', 'views']",325000.0,2.0,0.0,1.0,3.0,single_family,30354,-84.413441,33.666315,Hapeville,GA,10193.0,88.0
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'media_room', 'ensuite']",620000.0,5.0,2.0,3.0,6.0,single_family,30331,-84.546358,33.654089,Atlanta,GA,9583.0,7.0
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'updated_kitchen', 'high_ceiling']",247400.0,1.0,0.0,1.0,1.0,condos,30306,-84.356051,33.791306,Atlanta,GA,601.0,85.0
"['hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'single_story', 'fixer_upper']",135000.0,1.0,0.0,1.0,3.0,single_family,30318,-84.467883,33.772867,Atlanta,GA,12023.0,75.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'high_ceiling', 'media_room', 'tennis', 'shopping']",585000.0,4.0,2.0,3.0,3.0,townhomes,30328,-84.376343,33.938769,Sandy Springs,GA,1002.0,11.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",230000.0,3.0,2.0,3.0,2.0,condos,30311,-84.444963,33.725148,Atlanta,GA,1363.0,42.0
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'guest_parking', 'farm']",220000.0,1.0,1.0,1.0,1.0,condos,30308,-84.385462,33.771557,Atlanta,GA,784.0,60.0
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'big_lot', 'golf_course']",1915000.0,5.0,2.0,3.0,4.0,single_family,30307,-84.332716,33.780962,Atlanta,GA,74052.0,99.0
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'gated_community', 'security']",200000.0,3.0,0.0,2.0,3.0,townhomes,30315,-84.368917,33.688571,Atlanta,GA,1307.0,20.0
"['central_air', 'city_view', 'community_outdoor_space', 'cul_de_sac', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'swimming_pool', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'medicalcare']",1375000.0,5.0,2.0,1.0,5.0,single_family,30342,-84.371355,33.902487,Sandy Springs,GA,19689.0,46.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",710000.0,4.0,2.0,3.0,3.0,townhomes,30328,-84.376717,33.920727,Sandy Springs,GA,1307.0,6.0
"['central_air', 'central_heat', 'city_view', 'dishwasher', 'laundry_room', 'view', 'single_story', 'modern_kitchen', 'shopping']",200000.0,2.0,0.0,1.0,3.0,single_family,30315,-84.381249,33.699739,Atlanta,GA,7231.0,20.0
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'guest_parking', 'elevator', 'views', 'shopping']",670000.0,2.0,3.0,1.0,1.0,condos,30326,-84.35839,33.854571,Atlanta,GA,1315.0,15.0
"['community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'ensuite', 'shopping']",1410000.0,5.0,2.0,2.0,4.0,single_family,30318,-84.44483,33.824616,Atlanta,GA,13068.0,4.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",710000.0,4.0,2.0,3.0,3.0,townhomes,30328,-84.376718,33.920731,Sandy Springs,GA,1307.0,6.0
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_security_features', 'den_or_office', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'elevator', 'ensuite', 'smart_homes', 'groundscare']",2600000.0,3.0,3.0,2.0,2.0,condos,30309,-84.383991,33.790116,Atlanta,GA,2570.0,8.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'floor_plan', 'gated_community', 'security', 'shopping']",530000.0,4.0,2.0,3.0,4.0,townhomes,30324,-84.354385,33.828134,Atlanta,GA,1124.0,26.0
"['central_air', 'central_heat', 'community_tennis_court', 'hardwood_floors', 'recreation_facilities', 'single_story', 'rental_property', 'shopping']",410000.0,0.0,0.0,1.0,5.0,multi_family,30310,-84.409732,33.725041,Atlanta,GA,11252.0,105.0
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_security_features', 'corner_lot', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'swimming_pool', 'two_or_more_stories', 'park', 'fixer_upper']",210000.0,2.0,0.0,3.0,2.0,condos,30308,-84.381845,33.76036,Atlanta,GA,932.0,62.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories']",565000.0,3.0,0.0,2.0,5.0,single_family,30340,-84.222232,33.871545,Atlanta,GA,17424.0,45.0
"['central_air', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'ensuite', 'clubhouse', 'park', 'golf_course', 'tennis', 'views', 'medicalcare', 'shopping']",705000.0,3.0,2.0,1.0,3.0,condos,30309,-84.394049,33.805169,Atlanta,GA,1699.0,15.0
"['community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'gourmet_kitchen', 'master_suite', 'park', 'shopping']",240000.0,3.0,0.0,2.0,3.0,townhomes,30349,-84.513444,33.635444,Atlanta,GA,2178.0,22.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'fenced_yard', 'front_porch', 'new_roof']",420000.0,1.0,0.0,1.0,2.0,single_family,30317,-84.312052,33.748029,Atlanta,GA,4356.0,105.0
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'elevator', 'ensuite', 'golf_course']",1400000.0,3.0,0.0,3.0,3.0,condos,30339,-84.474748,33.864662,Atlanta,GA,2526.0,16.0
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bathroom', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'master_suite', 'shopping']",390000.0,2.0,2.0,1.0,2.0,condos,30339,-84.472209,33.865093,Atlanta,GA,8930.0,17.0
"['city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_spa_or_hot_tub', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'basement', 'floor_plan', 'wine_cellar', 'elevator', 'park']",1180000.0,3.0,0.0,1.0,3.0,condos,30305,-84.38817,33.827471,Atlanta,GA,3206.0,38.0
"['dishwasher', 'fireplace', 'laundry_room', 'two_or_more_stories', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'ensuite']",340000.0,3.0,0.0,2.0,3.0,single_family,30315,-84.398536,33.705776,Atlanta,GA,1694.0,9.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'tennis_court', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'rental_property', 'ensuite', 'gated_community', 'trails', 'hoa', 'groundscare', 'security', 'shopping']",250000.0,3.0,1.0,2.0,3.0,townhomes,30331,-84.507769,33.740226,Atlanta,GA,1307.0,22.0
"['community_outdoor_space', 'fireplace', 'laundry_room', 'recreation_facilities', 'single_story', 'fixer_upper']",89500.0,1.0,0.0,1.0,3.0,single_family,30315,-84.371539,33.694222,Atlanta,GA,9757.0,75.0
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'ensuite', 'shopping']",525000.0,3.0,0.0,2.0,3.0,townhomes,30327,-84.424664,33.840398,Atlanta,GA,1917.0,44.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'big_lot']",225000.0,2.0,0.0,2.0,3.0,townhomes,30349,-84.442834,33.60501,Atlanta,GA,3180.0,40.0
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'rental_property']",467500.0,2.0,0.0,2.0,4.0,single_family,30318,-84.409686,33.805225,Atlanta,GA,8834.0,75.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'single_story', 'community_swimming_pool', 'playground', 'tennis', 'trails', 'hoa', 'shopping']",305000.0,1.0,0.0,1.0,2.0,condos,30307,-84.340178,33.765448,Atlanta,GA,1002.0,64.0
"['community_security_features', 'forced_air', 'laundry_room', 'two_or_more_stories']",226000.0,3.0,0.0,2.0,4.0,townhomes,30331,-84.520656,33.694926,Atlanta,GA,1080.0,7.0
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'modern_kitchen', 'outdoor_kitchen', 'master_bedroom', 'ensuite', 'farm', 'ranch']",988750.0,5.0,2.0,2.0,5.0,single_family,30324,-84.351097,33.831736,Atlanta,GA,25265.0,61.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'modern_kitchen', 'open_kitchen', 'floor_plan', 'low_hoa', 'farm', 'ranch', 'hoa', 'maintenance']",304000.0,3.0,2.0,0.0,4.0,townhomes,50310,-93.664168,41.63829,Des Moines,IA,5532.0,6.0
"['community_outdoor_space', 'forced_air', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'farm', 'ranch']",220000.0,2.0,2.0,0.0,3.0,single_family,50315,-93.615516,41.555129,Des Moines,IA,9235.0,67.0
"['central_air', 'fireplace', 'forced_air', 'basement', 'shopping']",25000.0,1.0,0.0,0.0,2.0,single_family,50315,-93.612436,41.53031,Des Moines,IA,7144.0,108.0
"['central_air', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories']",165000.0,1.0,0.0,0.0,1.0,single_family,50311,-93.700533,41.603136,Des Moines,IA,8233.0,97.0
"['central_air', 'community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'two_or_more_stories', 'big_lot', 'new_roof', 'park']",253000.0,1.0,3.0,0.0,3.0,single_family,50317,-93.552467,41.608503,Des Moines,IA,47960.0,75.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'new_roof', 'trails', 'lake']",315000.0,3.0,3.0,2.0,4.0,single_family,50320,-93.570147,41.536719,Des Moines,IA,20343.0,21.0
"['family_room', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more']",97000.0,1.0,1.0,2.0,2.0,single_family,50316,-93.601663,41.625645,Des Moines,IA,6665.0,83.0
"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'big_yard']",136000.0,1.0,0.0,2.0,3.0,single_family,50316,-93.592515,41.590547,Des Moines,IA,5968.0,118.0
"['central_air', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'front_porch']",153000.0,1.0,2.0,0.0,2.0,single_family,50316,-93.60502,41.615836,Des Moines,IA,6447.0,108.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_lot', 'farm', 'ranch', 'groundscare']",354900.0,3.0,2.0,0.0,3.0,single_family,50321,-93.647513,41.552635,Des Moines,IA,26484.0,72.0
"['community_gym', 'community_spa_or_hot_tub', 'dishwasher', 'forced_air', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'open_floor_plan', 'floor_plan', 'rental_property', 'views', 'hoa']",165000.0,1.0,1.0,0.0,1.0,condos,50309,-93.622238,41.586098,Des Moines,IA,925.0,95.0
"['central_air', 'community_clubhouse', 'community_outdoor_space', 'community_tennis_court', 'dishwasher', 'recreation_facilities', 'tennis_court', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_parking', 'hoa']",274000.0,2.0,2.0,2.0,2.0,condos,50309,-93.62137,41.586204,Des Moines,IA,1206.0,40.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'basketball_court', 'fenced_yard', 'tennis_court', 'tennis', 'soccer', 'basketball']",214000.0,2.0,2.0,0.0,3.0,single_family,50310,-93.687968,41.613461,Des Moines,IA,11718.0,73.0
"['community_outdoor_space', 'disability_features', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'single_story', 'fenced_yard', 'new_roof']",109000.0,1.0,0.0,0.0,2.0,single_family,50315,-93.608772,41.532091,Des Moines,IA,9017.0,71.0
"['central_air', 'dishwasher', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'master_bedroom', 'park', 'trails', 'shopping']",155000.0,2.0,1.0,2.0,2.0,townhomes,50317,-93.513884,41.628255,Des Moines,IA,1308.0,21.0
"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'master_bedroom', 'farm', 'ranch', 'new_roof']",259500.0,2.0,2.0,0.0,3.0,single_family,50315,-93.637621,41.538349,Des Moines,IA,14702.0,66.0
"['central_air', 'forced_air', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'big_lot', 'farm', 'ranch', 'playground', 'shopping']",185000.0,1.0,2.0,0.0,3.0,single_family,50317,-93.570479,41.62319,Des Moines,IA,8146.0,65.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories']",272000.0,2.0,0.0,2.0,3.0,single_family,50311,-93.702898,41.6016,Des Moines,IA,8407.0,84.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch']",185000.0,2.0,1.0,0.0,2.0,single_family,50310,-93.660092,41.617968,Des Moines,IA,8581.0,77.0
"['central_air', 'family_room', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'private_backyard']",230000.0,2.0,1.0,2.0,4.0,single_family,50310,-93.669051,41.613531,Des Moines,IA,7013.0,84.0
"['central_air', 'forced_air', 'basement', 'garage_1_or_more', 'fenced_yard', 'big_lot', 'farm', 'ranch']",159900.0,1.0,1.0,0.0,2.0,single_family,50310,-93.660162,41.632146,Des Moines,IA,6229.0,76.0
"['central_air', 'forced_air', 'basement', 'garage_1_or_more', 'farm', 'ranch']",69500.0,1.0,1.0,0.0,2.0,single_family,50316,-93.597985,41.606049,Des Moines,IA,8015.0,73.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'open_house', 'new_roof', 'park', 'trails']",399900.0,3.0,2.0,2.0,3.0,single_family,50312,-93.689082,41.576881,Des Moines,IA,10106.0,61.0
"['central_air', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'garage_1_or_more', 'single_story', 'fenced_yard', 'master_bedroom', 'golf_course']",172000.0,2.0,1.0,0.0,2.0,single_family,50315,-93.631405,41.552496,Des Moines,IA,6621.0,103.0
"['central_air', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_spa_or_hot_tub', 'disability_features', 'dishwasher', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'swimming_pool', 'basement', 'garage_1_or_more', 'elevator', 'hoa', 'maintenance']",155000.0,2.0,1.0,0.0,2.0,condos,50312,-93.660038,41.583796,Des Moines,IA,1038.0,55.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'new_roof']",355000.0,3.0,0.0,2.0,4.0,single_family,50311,-93.646302,41.599915,Des Moines,IA,12197.0,124.0
"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'floor_plan', 'master_suite']",332500.0,3.0,2.0,2.0,3.0,single_family,50310,-93.658775,41.641282,Des Moines,IA,9845.0,17.0
